"County Population by Age, Race, Hispanic origin, and Gender:  April 1, 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Race,Gender,Hispanic origin,0-4,5-9,10-14,15-19,15-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and up,All Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Male,Nonhispanic,34,32,14,14,11,3,20,23,18,17,27,19,9,8,5,7,1,1,2,0,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Male,Hispanic,8,3,7,6,3,3,6,10,4,5,2,1,0,1,0,0,0,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Male,Both,42,35,21,20,14,6,26,33,22,22,29,20,9,9,5,7,1,1,2,0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Female,Nonhispanic,42,19,18,28,15,13,21,15,25,12,21,13,13,10,10,11,4,4,2,5,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Female,Hispanic,6,3,2,4,4,0,0,5,5,3,0,2,0,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Female,Both,48,22,20,32,19,13,21,20,30,15,21,15,13,10,10,11,4,4,2,5,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Both Sexes,Nonhispanic,76,51,32,42,26,16,41,38,43,29,48,32,22,18,15,18,5,5,4,5,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Both Sexes,Hispanic,14,6,9,10,7,3,6,15,9,8,2,3,0,1,0,0,0,0,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,Other,Both Sexes,Both,90,57,41,52,33,19,47,53,52,37,50,35,22,19,15,18,5,5,4,5,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Male,Nonhispanic,234,259,263,242,165,77,225,320,286,346,381,312,283,312,341,367,284,198,90,60,"4,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Male,Hispanic,97,75,77,85,47,38,137,132,125,86,60,32,31,17,14,14,9,4,1,2,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Male,Both,331,334,340,327,212,115,362,452,411,432,441,344,314,329,355,381,293,202,91,62,"5,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Female,Nonhispanic,216,242,243,258,166,92,168,178,242,234,270,250,271,335,328,293,281,170,123,77,"4,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Female,Hispanic,71,79,70,56,33,23,42,62,61,44,31,23,17,14,9,8,3,2,1,3,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Female,Both,287,321,313,314,199,115,210,240,303,278,301,273,288,349,337,301,284,172,124,80,"4,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Both Sexes,Nonhispanic,450,501,506,500,331,169,393,498,528,580,651,562,554,647,669,660,565,368,213,137,"8,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Both Sexes,Hispanic,168,154,147,141,80,61,179,194,186,130,91,55,48,31,23,22,12,6,2,5,"1,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glades,All Races,Both Sexes,Both,618,655,653,641,411,230,572,692,714,710,742,617,602,678,692,682,577,374,215,142,"10,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Male,Nonhispanic,286,324,349,340,219,121,271,418,407,556,538,449,412,373,335,333,264,160,92,50,"5,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Male,Hispanic,5,6,4,5,4,1,19,48,29,27,27,16,6,8,1,2,0,2,1,0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Male,Both,291,330,353,345,223,122,290,466,436,583,565,465,418,381,336,335,264,162,93,50,"6,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Female,Nonhispanic,251,306,362,300,208,92,232,245,299,372,366,392,386,359,350,281,259,210,124,115,"5,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Female,Hispanic,0,4,3,7,5,2,0,5,5,5,1,3,5,5,1,0,1,2,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Female,Both,251,310,365,307,213,94,232,250,304,377,367,395,391,364,351,281,260,212,124,115,"5,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Both Sexes,Nonhispanic,537,630,711,640,427,213,503,663,706,928,904,841,798,732,685,614,523,370,216,165,"11,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Both Sexes,Hispanic,5,10,7,12,9,3,19,53,34,32,28,19,11,13,2,2,1,4,1,0,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,White,Both Sexes,Both,542,640,718,652,436,216,522,716,740,960,932,860,809,745,687,616,524,374,217,165,"11,419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Male,Nonhispanic,65,87,71,97,61,36,146,305,292,285,242,169,108,55,43,32,24,19,14,15,"2,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Male,Hispanic,0,1,1,2,2,0,4,7,2,6,2,1,3,0,0,0,0,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Male,Both,65,88,72,99,63,36,150,312,294,291,244,170,111,55,43,32,24,19,14,15,"2,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Female,Nonhispanic,57,65,77,63,42,21,49,43,43,62,90,60,36,33,45,41,43,27,25,19,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Female,Hispanic,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Female,Both,57,65,78,63,42,21,50,43,45,62,90,61,36,33,45,41,44,27,25,19,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Both Sexes,Nonhispanic,122,152,148,160,103,57,195,348,335,347,332,229,144,88,88,73,67,46,39,34,"2,947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Both Sexes,Hispanic,0,1,2,2,2,0,5,7,4,6,2,2,3,0,0,0,1,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Black,Both Sexes,Both,122,153,150,162,105,57,200,355,339,353,334,231,147,88,88,73,68,46,39,34,"2,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Male,Nonhispanic,4,5,2,3,1,2,8,6,8,9,7,7,11,1,4,1,2,0,0,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Male,Hispanic,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Male,Both,4,6,2,3,1,2,11,7,9,10,7,7,11,1,4,1,2,0,0,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Female,Nonhispanic,6,6,0,6,2,4,2,6,1,5,10,5,6,4,2,5,3,2,1,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Female,Hispanic,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Female,Both,6,8,0,6,2,4,2,6,1,5,10,5,6,5,2,5,3,2,1,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Both Sexes,Nonhispanic,10,11,2,9,3,6,10,12,9,14,17,12,17,5,6,6,5,2,1,1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Both Sexes,Hispanic,0,3,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,Other,Both Sexes,Both,10,14,2,9,3,6,13,13,10,15,17,12,17,6,6,6,5,2,1,1,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Male,Nonhispanic,355,416,422,440,281,159,425,729,707,850,787,625,531,429,382,366,290,179,106,66,"8,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Male,Hispanic,5,8,5,7,6,1,26,56,32,34,29,17,9,8,1,2,0,2,1,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Male,Both,360,424,427,447,287,160,451,785,739,884,816,642,540,437,383,368,290,181,107,66,"8,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Female,Nonhispanic,314,377,439,369,252,117,283,294,343,439,466,457,428,396,397,327,305,239,150,134,"6,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Female,Hispanic,0,6,4,7,5,2,1,5,7,5,1,4,5,6,1,0,2,2,0,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Female,Both,314,383,443,376,257,119,284,299,350,444,467,461,433,402,398,327,307,241,150,134,"6,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Both Sexes,Nonhispanic,669,793,861,809,533,276,708,"1,023","1,050","1,289","1,253","1,082",959,825,779,693,595,418,256,200,"14,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Both Sexes,Hispanic,5,14,9,14,11,3,27,61,39,39,30,21,14,14,2,2,2,4,1,0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf,All Races,Both Sexes,Both,674,807,870,823,544,279,735,"1,084","1,089","1,328","1,283","1,103",973,839,781,695,597,422,257,200,"14,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Male,Nonhispanic,244,203,225,241,152,89,301,272,326,364,339,335,277,266,195,186,144,86,50,27,"4,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Male,Hispanic,32,22,25,29,11,18,83,86,67,46,32,40,21,7,10,8,2,1,4,0,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Male,Both,276,225,250,270,163,107,384,358,393,410,371,375,298,273,205,194,146,87,54,27,"4,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Female,Nonhispanic,191,179,222,206,132,74,174,200,227,223,240,228,250,191,188,178,143,107,73,87,"3,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Female,Hispanic,29,40,18,11,9,2,22,30,19,6,9,11,9,1,3,2,0,1,0,0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Female,Both,220,219,240,217,141,76,196,230,246,229,249,239,259,192,191,180,143,108,73,87,"3,518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Both Sexes,Nonhispanic,435,382,447,447,284,163,475,472,553,587,579,563,527,457,383,364,287,193,123,114,"7,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Both Sexes,Hispanic,61,62,43,40,20,20,105,116,86,52,41,51,30,8,13,10,2,2,4,0,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,White,Both Sexes,Both,496,444,490,487,304,183,580,588,639,639,620,614,557,465,396,374,289,195,127,114,"8,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Male,Nonhispanic,150,178,197,248,165,83,367,274,281,292,264,200,165,89,70,49,29,30,25,13,"2,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Male,Hispanic,5,0,2,3,0,3,12,6,4,6,9,8,4,3,2,1,1,1,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Male,Both,155,178,199,251,165,86,379,280,285,298,273,208,169,92,72,50,30,31,25,13,"2,988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Female,Nonhispanic,175,191,197,175,116,59,127,119,139,150,150,167,111,80,75,62,46,43,40,44,"2,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Female,Hispanic,6,3,1,4,2,2,1,1,2,0,0,4,0,0,1,0,0,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Female,Both,181,194,198,179,118,61,128,120,141,150,150,171,111,80,76,62,46,43,40,44,"2,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Both Sexes,Nonhispanic,325,369,394,423,281,142,494,393,420,442,414,367,276,169,145,111,75,73,65,57,"5,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Both Sexes,Hispanic,11,3,3,7,2,5,13,7,6,6,9,12,4,3,3,1,1,1,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Black,Both Sexes,Both,336,372,397,430,283,147,507,400,426,448,423,379,280,172,148,112,76,74,65,57,"5,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Male,Nonhispanic,2,4,0,2,1,1,6,5,7,6,8,0,1,3,1,0,0,2,1,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Male,Hispanic,2,0,0,0,0,0,6,5,2,3,0,2,3,0,2,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Male,Both,4,4,0,2,1,1,12,10,9,9,8,2,4,3,3,0,0,2,1,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Female,Nonhispanic,2,0,1,0,0,0,2,4,3,2,3,5,3,2,1,2,1,1,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Female,Hispanic,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Female,Both,4,1,1,1,0,1,2,4,3,3,3,5,4,2,1,2,1,1,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Both Sexes,Nonhispanic,4,4,1,2,1,1,8,9,10,8,11,5,4,5,2,2,1,3,1,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Both Sexes,Hispanic,4,1,0,1,0,1,6,5,2,4,0,2,4,0,2,0,0,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,Other,Both Sexes,Both,8,5,1,3,1,2,14,14,12,12,11,7,8,5,4,2,1,3,1,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Male,Nonhispanic,396,385,422,491,318,173,674,551,614,662,611,535,443,358,266,235,173,118,76,40,"7,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Male,Hispanic,39,22,27,32,11,21,101,97,73,55,41,50,28,10,14,9,3,2,4,0,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Male,Both,435,407,449,523,329,194,775,648,687,717,652,585,471,368,280,244,176,120,80,40,"7,657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Female,Nonhispanic,368,370,420,381,248,133,303,323,369,375,393,400,364,273,264,242,190,151,113,131,"5,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Female,Hispanic,37,44,19,16,11,5,23,31,21,7,9,15,10,1,4,2,0,1,0,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Female,Both,405,414,439,397,259,138,326,354,390,382,402,415,374,274,268,244,190,152,113,131,"5,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Both Sexes,Nonhispanic,764,755,842,872,566,306,977,874,983,"1,037","1,004",935,807,631,530,477,363,269,189,171,"12,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Both Sexes,Hispanic,76,66,46,48,22,26,124,128,94,62,50,65,38,11,18,11,3,3,4,0,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,All Races,Both Sexes,Both,840,821,888,920,588,332,"1,101","1,002","1,077","1,099","1,054","1,000",845,642,548,488,366,272,193,171,"13,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Male,Nonhispanic,398,439,516,467,293,174,391,420,450,603,503,478,491,418,427,395,469,377,191,93,"7,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Male,Hispanic,574,498,472,645,341,304,728,593,465,358,310,220,144,117,74,59,44,22,5,9,"5,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Male,Both,972,937,988,"1,112",634,478,"1,119","1,013",915,961,813,698,635,535,501,454,513,399,196,102,"12,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Female,Nonhispanic,369,417,431,423,259,164,322,386,396,469,486,461,509,488,423,465,485,398,217,197,"7,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Female,Hispanic,566,496,411,448,258,190,405,362,275,249,210,156,101,73,52,48,43,28,2,9,"3,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Female,Both,935,913,842,871,517,354,727,748,671,718,696,617,610,561,475,513,528,426,219,206,"11,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Both Sexes,Nonhispanic,767,856,947,890,552,338,713,806,846,"1,072",989,939,"1,000",906,850,860,954,775,408,290,"14,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Both Sexes,Hispanic,"1,140",994,883,"1,093",599,494,"1,133",955,740,607,520,376,245,190,126,107,87,50,7,18,"9,271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,White,Both Sexes,Both,"1,907","1,850","1,830","1,983","1,151",832,"1,846","1,761","1,586","1,679","1,509","1,315","1,245","1,096",976,967,"1,041",825,415,308,"24,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Male,Nonhispanic,56,53,108,84,57,27,111,206,175,168,144,115,62,52,47,39,16,14,7,9,"1,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Male,Hispanic,9,8,7,7,2,5,21,17,11,9,7,1,3,0,2,1,3,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Male,Both,65,61,115,91,59,32,132,223,186,177,151,116,65,52,49,40,19,14,7,9,"1,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Female,Nonhispanic,55,58,92,81,51,30,40,46,53,74,50,45,48,37,33,29,20,22,7,8,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Female,Hispanic,8,7,1,3,1,2,6,6,3,1,2,4,1,3,0,2,0,0,1,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Female,Both,63,65,93,84,52,32,46,52,56,75,52,49,49,40,33,31,20,22,8,8,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Both Sexes,Nonhispanic,111,111,200,165,108,57,151,252,228,242,194,160,110,89,80,68,36,36,14,17,"2,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Both Sexes,Hispanic,17,15,8,10,3,7,27,23,14,10,9,5,4,3,2,3,3,0,1,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Black,Both Sexes,Both,128,126,208,175,111,64,178,275,242,252,203,165,114,92,82,71,39,36,15,17,"2,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Male,Nonhispanic,5,4,6,4,4,0,7,7,10,4,10,13,4,11,5,1,1,1,1,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Male,Hispanic,11,13,8,12,6,6,19,19,8,5,5,9,3,3,0,0,0,1,0,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Male,Both,16,17,14,16,10,6,26,26,18,9,15,22,7,14,5,1,1,2,1,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Female,Nonhispanic,3,8,9,15,10,5,10,1,1,8,10,11,8,5,4,2,1,4,1,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Female,Hispanic,11,8,12,10,6,4,3,2,6,7,2,2,2,2,0,2,1,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Female,Both,14,16,21,25,16,9,13,3,7,15,12,13,10,7,4,4,2,4,1,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Both Sexes,Nonhispanic,8,12,15,19,14,5,17,8,11,12,20,24,12,16,9,3,2,5,2,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Both Sexes,Hispanic,22,21,20,22,12,10,22,21,14,12,7,11,5,5,0,2,1,1,0,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,Other,Both Sexes,Both,30,33,35,41,26,15,39,29,25,24,27,35,17,21,9,5,3,6,2,0,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Male,Nonhispanic,459,496,630,555,354,201,509,633,635,775,657,606,557,481,479,435,486,392,199,102,"9,086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Male,Hispanic,594,519,487,664,349,315,768,629,484,372,322,230,150,120,76,60,47,23,5,9,"5,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Male,Both,"1,053","1,015","1,117","1,219",703,516,"1,277","1,262","1,119","1,147",979,836,707,601,555,495,533,415,204,111,"14,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Female,Nonhispanic,427,483,532,519,320,199,372,433,450,551,546,517,565,530,460,496,506,424,225,205,"8,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Female,Hispanic,585,511,424,461,265,196,414,370,284,257,214,162,104,78,52,52,44,28,3,9,"4,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Female,Both,"1,012",994,956,980,585,395,786,803,734,808,760,679,669,608,512,548,550,452,228,214,"12,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Both Sexes,Nonhispanic,886,979,"1,162","1,074",674,400,881,"1,066","1,085","1,326","1,203","1,123","1,122","1,011",939,931,992,816,424,307,"17,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Both Sexes,Hispanic,"1,179","1,030",911,"1,125",614,511,"1,182",999,768,629,536,392,254,198,128,112,91,51,8,18,"9,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee,All Races,Both Sexes,Both,"2,065","2,009","2,073","2,199","1,288",911,"2,063","2,065","1,853","1,955","1,739","1,515","1,376","1,209","1,067","1,043","1,083",867,432,325,"26,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Male,Nonhispanic,441,561,663,663,385,278,593,433,498,543,565,546,558,461,430,398,390,263,134,86,"8,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Male,Hispanic,766,671,647,984,515,469,"1,271",989,792,710,514,364,244,200,185,113,71,45,20,12,"8,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Male,Both,"1,207","1,232","1,310","1,647",900,747,"1,864","1,422","1,290","1,253","1,079",910,802,661,615,511,461,308,154,98,"16,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Female,Nonhispanic,416,513,594,500,329,171,336,463,503,584,564,543,577,495,430,393,338,304,177,156,"7,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Female,Hispanic,704,665,586,547,337,210,458,460,448,387,306,224,168,122,118,86,57,38,22,24,"5,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Female,Both,"1,120","1,178","1,180","1,047",666,381,794,923,951,971,870,767,745,617,548,479,395,342,199,180,"13,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Both Sexes,Nonhispanic,857,"1,074","1,257","1,163",714,449,929,896,"1,001","1,127","1,129","1,089","1,135",956,860,791,728,567,311,242,"16,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Both Sexes,Hispanic,"1,470","1,336","1,233","1,531",852,679,"1,729","1,449","1,240","1,097",820,588,412,322,303,199,128,83,42,36,"14,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,White,Both Sexes,Both,"2,327","2,410","2,490","2,694","1,566","1,128","2,658","2,345","2,241","2,224","1,949","1,677","1,547","1,278","1,163",990,856,650,353,278,"30,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Male,Nonhispanic,227,274,275,383,184,199,517,137,177,153,136,144,89,103,86,70,46,34,28,21,"2,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Male,Hispanic,12,6,12,8,2,6,9,8,7,3,1,2,4,0,7,0,2,1,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Male,Both,239,280,287,391,186,205,526,145,184,156,137,146,93,103,93,70,48,35,28,21,"2,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Female,Nonhispanic,215,271,276,217,131,86,165,169,178,165,148,119,128,86,72,70,64,43,39,31,"2,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Female,Hispanic,8,4,8,5,3,2,2,3,6,4,4,2,1,3,3,2,3,0,1,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Female,Both,223,275,284,222,134,88,167,172,184,169,152,121,129,89,75,72,67,43,40,33,"2,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Both Sexes,Nonhispanic,442,545,551,600,315,285,682,306,355,318,284,263,217,189,158,140,110,77,67,52,"5,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Both Sexes,Hispanic,20,10,20,13,5,8,11,11,13,7,5,4,5,3,10,2,5,1,1,2,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry,Black,Both Sexes,Both,462,555,571,613,320,293,693,317,368,325,289,267,222,192,168,142,115,78,68,54,"5,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
