"County Population by Age, Race, Hispanic origin, and Gender:  April 1, 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Race,Gender,Hispanic origin,0-4,5-9,10-14,15-19,15-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and up,All Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Both Sexes,Nonhispanic,12,18,28,18,9,9,24,22,23,23,32,23,26,10,10,9,5,1,0,1,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Both Sexes,Hispanic,1,2,1,1,1,0,9,2,7,3,3,2,1,0,1,0,0,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,Other,Both Sexes,Both,13,20,29,19,10,9,33,24,30,26,35,25,27,10,11,9,5,1,0,1,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Male,Nonhispanic,747,766,840,910,556,354,"1,079","1,178","1,266","1,421","1,297","1,087",879,699,587,469,384,289,163,105,"14,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Male,Hispanic,18,32,24,20,10,10,53,60,49,44,44,28,19,9,11,6,7,4,0,2,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Male,Both,765,798,864,930,566,364,"1,132","1,238","1,315","1,465","1,341","1,115",898,708,598,475,391,293,163,107,"14,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Female,Nonhispanic,665,728,784,821,501,320,644,629,647,764,908,802,773,655,548,506,449,431,272,274,"11,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Female,Hispanic,14,14,16,16,10,6,12,19,21,15,15,13,7,9,6,5,5,3,2,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Female,Both,679,742,800,837,511,326,656,648,668,779,923,815,780,664,554,511,454,434,274,274,"11,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Both Sexes,Nonhispanic,"1,412","1,494","1,624","1,731","1,057",674,"1,723","1,807","1,913","2,185","2,205","1,889","1,652","1,354","1,135",975,833,720,435,379,"25,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Both Sexes,Hispanic,32,46,40,36,20,16,65,79,70,59,59,41,26,18,17,11,12,7,2,2,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford,All Races,Both Sexes,Both,"1,444","1,540","1,664","1,767","1,077",690,"1,788","1,886","1,983","2,244","2,264","1,930","1,678","1,372","1,152",986,845,727,437,381,"26,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevard,White,Male,Nonhispanic,"9,849","11,756","13,120","11,779","7,557","4,222","8,580","9,070","11,318","16,494","17,417","14,643","12,641","11,307","10,703","11,911","10,814","8,766","5,356","2,837","198,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
